"Mineral Name","IMA Chemistry (plain)","IMA Chemistry (concise)"
"Saponite","(Ca,Na)0.3(Mg,Fe)3(Si,Al)4O10(OH)2·4H2O","(Ca,Na)_0.3_(Mg,Fe)_3_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
"Sapozhnikovite","Na8(Al6Si6O24)(HS)2","Na_8_(Al_6_Si_6_O_24_)(HS)_2_"
"Sapphirine","Mg4(Mg3Al9)O4[Si3Al9O36]","Mg_4_(Mg_3_Al_9_)O_4_[Si_3_Al_9_O_36_]"
"Sarabauite","Sb4S6·CaSb6O10","Sb_4_S_6_·CaSb_6_O_10_"
"Saranchinaite","Na2Cu(SO4)2","Na_2_Cu(SO_4_)_2_"
"Saranovskite","SrCaFe2+ 2(Cr4Ti2)Ti12O38","SrCaFe^2+^_ 2_(Cr_4_Ti_2_)Ti_12_O_38_"
"Sarcolite","Na4Ca12Al8Si12O46(SiO4,PO4)(OH,H2O)4(CO3,Cl)","Na_4_Ca_12_Al_8_Si_12_O_46_(SiO_4_,PO_4_)(OH,H_2_O)_4_(CO_3_,Cl)"
"Sarcopside","Fe2+3(PO4)2","Fe^2+^_3_(PO_4_)_2_"
"Sardashtite","Ag9Cu2.5Pb41Sb36.5As7S112","Ag_9_Cu_2.5_Pb_41_Sb_36.5_As_7_S_112_"
"Sardignaite","BiMo2O7(OH)·2H2O","BiMo_2_O_7_(OH)·2H_2_O"
"Sarkinite","Mn2+2(AsO4)(OH)","Mn^2+^_2_(AsO_4_)(OH)"
"Sarmientite","Fe3+2(AsO4)(SO4)(OH)·5H2O","Fe^3+^_2_(AsO_4_)(SO_4_)(OH)·5H_2_O"
"Sarrabusite","Pb5CuCl4(SeO3)4","Pb_5_CuCl_4_(SeO_3_)_4_"
"Sarrochite","[Ca4(H2O)38][Mo8P2Fe3+3O37(OH)]","[Ca_4_(H_2_O)_38_][Mo_8_P_2_Fe^3+^_3_O_37_(OH)]"
"Sartorite","PbAs2S4","PbAs_2_S_4_"
"Sarvodaite","Al2(SO4)3·5H2O","Al_2_(SO_4_)_3_·5H_2_O"
"Saryarkite-(Y)","Ca(Y,Th)Al5(SiO4)2(PO4)2(OH)7·6H2O","Ca(Y,Th)Al_5_(SiO_4_)_2_(PO_4_)_2_(OH)_7_·6H_2_O"
"Sasaite","Al6(PO4)5(OH)3·36H2O","Al_6_(PO_4_)_5_(OH)_3_·36H_2_O"
"Sassite","Ti3+2Ti4+O5","Ti^3+^_2_Ti^4+^O_5_"
"Sassolite","B(OH)3","B(OH)_3_"
"Satimolite","KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4·4H2O","KNa_2_(Al_5_Mg_2_)[B_12_O_18_(OH)_12_](OH)_6_Cl_4_·4H_2_O"
"Satpaevite","Al12(V4+,V5+)8O37·30H2O (?)","Al_12_(V^4+^,V^5+^)_8_O_37_·30H_2_O (?)"
"Satterlyite","(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6","(Fe^2+^,Mg,Fe^3+^)_12_(PO_3_OH)(PO_4_)_5_(OH,O)_6_"
"Sauconite","Na0.3Zn3(Si,Al)4O10(OH)2·4H2O","Na_0.3_Zn_3_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
"Savelievaite","Mg2Cr3+O2(BO3)","Mg_2_Cr^3+^O_2_(BO_3_)"
"Sayrite","Pb2(UO2)5O6(OH)2·4H2O","Pb_2_(UO_2_)_5_O_6_(OH)_2_·4H_2_O"
"Sazhinite-(Ce)","Na3CeSi6O15·2H2O","Na_3_CeSi_6_O_15_·2H_2_O"
"Sazhinite-(La)","Na3LaSi6O15·2H2O","Na_3_LaSi_6_O_15_·2H_2_O"
"Sazykinaite-(Y)","Na5YZrSi6O18·6H2O","Na_5_YZrSi_6_O_18_·6H_2_O"
"Sbacchiite","Ca2AlF7","Ca_2_AlF_7_"
"Sborgite","NaB5O6(OH)4·3H2O","NaB_5_O_6_(OH)_4_·3H_2_O"
"Scacchite","MnCl2","MnCl_2_"
"Scainiite","Pb14Sb30S54O5","Pb_14_Sb_30_S_54_O_5_"
"Scandiobabingtonite","(Ca,Na)2(Fe2+,Mn)(Sc,Fe3+)Si5O14(OH)","(Ca,Na)_2_(Fe^2+^,Mn)(Sc,Fe^3+^)Si_5_O_14_(OH)"
"Scandio-winchite","[box](NaCa)(Mg4Sc)(Si8O22)(OH)2","[box](NaCa)(Mg_4_Sc)(Si_8_O_22_)(OH)_2_"
"Scarbroite","Al5(CO3)(OH)13·5H2O","Al_5_(CO_3_)(OH)_13_·5H_2_O"
"Scawtite","Ca7(Si3O9)2(CO3)·2H2O","Ca_7_(Si_3_O_9_)_2_(CO_3_)·2H_2_O"
"Scenicite","[(UO2)(H2O)2(SO4)]2·3H2O","[(UO_2_)(H_2_O)_2_(SO_4_)]_2_·3H_2_O"
"Schachnerite","Ag1.1Hg0.9","Ag_1.1_Hg_0.9_"
"Schafarzikite","Fe2+(Sb3+)2O4","Fe^2+^(Sb^3+^)_2_O_4_"
"Schäferite","(NaCa2)Mg2(VO4)3","(NaCa_2_)Mg_2_(VO_4_)_3_"
"Schairerite","Na21(SO4)7ClF6","Na_21_(SO_4_)_7_ClF_6_"
"Schallerite","Mn2+16As3+3Si12O36(OH)17","Mn^2+^_16_As^3+^_3_Si_12_O_36_(OH)_17_"
"Schapbachite","Ag0.4Pb0.2Bi0.4S","Ag_0.4_Pb_0.2_Bi_0.4_S"
"Schaurteite","Ca3Ge(SO4)2(OH)6·3H2O","Ca_3_Ge(SO_4_)_2_(OH)_6_·3H_2_O"
"Scheelite","Ca(WO4)","Ca(WO_4_)"
"Schertelite","(NH4)2Mg(PO3OH)2·4H2O","(NH_4_)_2_Mg(PO_3_OH)_2_·4H_2_O"
"Scheuchzerite","NaMn2+9Si9V5+O28(OH)4","NaMn^2+^_9_Si_9_V^5+^O_28_(OH)_4_"
"Schiavinatoite","Nb(BO4)","Nb(BO_4_)"
"Schieffelinite","Pb10Te6+6O20(OH)14(SO4)(H2O)5","Pb_10_Te^6+^_6_O_20_(OH)_14_(SO_4_)(H_2_O)_5_"
"Schindlerite","{(NH4)4Na2(H2O)10}{V10O28}","{(NH_4_)_4_Na_2_(H_2_O)_10_}{V_10_O_28_}"
"Schizolite","NaCaMnSi3O8(OH)","NaCaMnSi_3_O_8_(OH)"
"Schlegelite","Bi7O4(MoO4)2(AsO4)3","Bi_7_O_4_(MoO_4_)_2_(AsO_4_)_3_"
"Schlemaite","(Cu,[box])6(Pb,Bi)Se4","(Cu,[box])_6_(Pb,Bi)Se_4_"
"Schlossmacherite","(H3O)Al3(SO4)2(OH)6","(H_3_O)Al_3_(SO_4_)_2_(OH)_6_"
"Schlüterite-(Y)","(Y,REE)2AlSi2O7(OH)2F","(Y,REE)_2_AlSi_2_O_7_(OH)_2_F"
"Schmidite","Zn(Fe3+0.5Mn2+0.5)2ZnFe3+(PO4)3(OH)3(H2O)8","Zn(Fe^3+^_0.5_Mn^2+^_0.5_)_2_ZnFe^3+^(PO_4_)_3_(OH)_3_(H_2_O)_8_"
"Schmiederite","Cu2Pb2(Se4+O3)(Se6+O4)(OH)4","Cu_2_Pb_2_(Se^4+^O_3_)(Se^6+^O_4_)(OH)_4_"
"Schmitterite","(UO2)(Te4+O3)","(UO_2_)(Te^4+^O_3_)"
"Schneebergite","BiCo2(AsO4)2(OH)·H2O","BiCo_2_(AsO_4_)_2_(OH)·H_2_O"
"Schneiderhöhnite","Fe2+Fe3+3As3+5O13","Fe^2+^Fe^3+^_3_As^3+^_5_O_13_"
"Schoderite","Al2(PO4)(VO4)·8H2O","Al_2_(PO_4_)(VO_4_)·8H_2_O"
"Schoenfliesite","MgSn(OH)6","MgSn(OH)_6_"
"Schoepite","(UO2)4O(OH)6(H2O)6","(UO_2_)_4_O(OH)_6_(H_2_O)_6_"
"Schöllhornite","Na0.3CrS2·H2O","Na_0.3_CrS_2_·H_2_O"
"Scholzite","CaZn2(PO4)2·2H2O","CaZn_2_(PO_4_)_2_·2H_2_O"
"Schoonerite","ZnMn2+Fe2+2Fe3+(PO4)3(OH)2(H2O)7·2H2O","ZnMn^2+^Fe^2+^_2_Fe^3+^(PO_4_)_3_(OH)_2_(H_2_O)_7_·2H_2_O"
"Schorl","NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH)","NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)"
"Schorlomite","Ca3Ti2(SiFe3+2)O12","Ca_3_Ti_2_(SiFe^3+^_2_)O_12_"
"Schreibersite","(Fe,Ni)3P","(Fe,Ni)_3_P"
"Schreyerite","V3+2Ti4+3O9","V^3+^_2_Ti^4+^_3_O_9_"
"Schröckingerite","NaCa3(UO2)(SO4)(CO3)3F·10H2O","NaCa_3_(UO_2_)(SO_4_)(CO_3_)_3_F·10H_2_O"
"Schubnelite","Fe3+(V5+O4)·H2O","Fe^3+^(V^5+^O_4_)·H_2_O"
"Schuetteite","Hg3O2(SO4)","Hg_3_O_2_(SO_4_)"
"Schuilingite-(Nd)","CuPbNd(CO3)3(OH)·1.5H2O","CuPbNd(CO_3_)_3_(OH)·1.5H_2_O"
"Schulenbergite","(Cu,Zn)7(SO4)2(OH)10·3H2O","(Cu,Zn)_7_(SO_4_)_2_(OH)_10_·3H_2_O"
"Schüllerite","Ba2Ti2Na2Mg2(Si2O7)2O2F2","Ba_2_Ti_2_Na_2_Mg_2_(Si_2_O_7_)_2_O_2_F_2_"
"Schultenite","Pb(AsO3OH)","Pb(AsO_3_OH)"
"Schumacherite","Bi3O(VO4)2(OH)","Bi_3_O(VO_4_)_2_(OH)"
"Schwartzembergite","Pb2+5H2I3+O6Cl3","Pb^2+^_5_H_2_I^3+^O_6_Cl_3_"
"Schwertmannite","Fe3+16O16(OH)9.6(SO4)3.2·10H2O","Fe^3+^_16_O_16_(OH)_9.6_(SO_4_)_3.2_·10H_2_O"
"Sclarite","Zn7(CO3)2(OH)10","Zn_7_(CO_3_)_2_(OH)_10_"
"Scolecite","Ca(Si3Al2)O10·3H2O","Ca(Si_3_Al_2_)O_10_·3H_2_O"
"Scordariite","K8(Fe3+0.67[box]0.33)[Fe3+3O(SO4)6(H2O)3]2(H2O)11","K_8_(Fe^3+^_0.67_[box]_0.33_)[Fe^3+^_3_O(SO_4_)_6_(H_2_O)_3_]_2_(H_2_O)_11_"
"Scorodite","Fe3+(AsO4)·2H2O","Fe^3+^(AsO_4_)·2H_2_O"
"Scorticoite","Mn6(Sb[box])(SiO4)2O3(OH)3","Mn_6_(Sb[box])(SiO_4_)_2_O_3_(OH)_3_"
"Scorzalite","Fe2+Al2(PO4)2(OH)2","Fe^2+^Al_2_(PO_4_)_2_(OH)_2_"
"Scotlandite","Pb(S4+O3)","Pb(S^4+^O_3_)"
"Scottyite","BaCu2Si2O7","BaCu_2_Si_2_O_7_"
"Scrutinyite","PbO2","PbO_2_"
"Seaborgite","LiK2Na6(UO2)(SO4)5(SO3OH)(H2O)","LiK_2_Na_6_(UO_2_)(SO_4_)_5_(SO_3_OH)(H_2_O)"
"Seamanite","Mn2+3B(OH)4(PO4)(OH)2","Mn^2+^_3_B(OH)_4_(PO_4_)(OH)_2_"
"Searlesite","NaBSi2O5(OH)2","NaBSi_2_O_5_(OH)_2_"
"Sederholmite","NiSe","NiSe"
"Sedovite","U4+(MoO4)2","U^4+^(MoO_4_)_2_"
"Seeligerite","Pb3(IO4)Cl3","Pb_3_(IO_4_)Cl_3_"
"Seelite","Mg(UO2)2(AsO3,AsO4)2·7H2O","Mg(UO_2_)_2_(AsO_3_,AsO_4_)_2_·7H_2_O"
"Segelerite","CaMgFe3+(PO4)2(OH)·4H2O","CaMgFe^3+^(PO_4_)_2_(OH)·4H_2_O"
"Segerstromite","Ca3(As5+O4)2[As3+(OH)3]2","Ca_3_(As^5+^O_4_)_2_[As^3+^(OH)_3_]_2_"
"Segnitite","PbFe3+3(AsO4)(AsO3OH)(OH)6","PbFe^3+^_3_(AsO_4_)(AsO_3_OH)(OH)_6_"
"Seidite-(Ce)","Na4(Ce,Sr)2TiSi8O18(O,OH,F)6·5H2O","Na_4_(Ce,Sr)_2_TiSi_8_O_18_(O,OH,F)_6_·5H_2_O"
"Seidozerite","Na2Zr2Na2MnTi(Si2O7)2O2F2","Na_2_Zr_2_Na_2_MnTi(Si_2_O_7_)_2_O_2_F_2_"
"Seifertite","SiO2","SiO_2_"
"Seinäjokite","FeSb2","FeSb_2_"
"Sejkoraite-(Y)","Y2[(UO2)8O6(SO4)4(OH)2]·26H2O","Y_2_[(UO_2_)_8_O_6_(SO_4_)_4_(OH)_2_]·26H_2_O"
"Sekaninaite","Fe2+2Al4Si5O18","Fe^2+^_2_Al_4_Si_5_O_18_"
"Selenium","Se","Se"
"Selenojalpaite","Ag3CuSe2","Ag_3_CuSe_2_"
"Selenojunoite","Cu2Pb3Bi8Se16","Cu_2_Pb_3_Bi_8_Se_16_"
"Selenolaurite","RuSe2","RuSe_2_"
"Selenopolybasite","Cu(Ag,Cu)6Ag9Sb2(S,Se)9Se2","Cu(Ag,Cu)_6_Ag_9_Sb_2_(S,Se)_9_Se_2_"
"Selenostephanite","Ag5SbSe4","Ag_5_SbSe_4_"
"Seligmannite","CuPbAsS3","CuPbAsS_3_"
"Selivanovaite","NaFe3+Ti4(Si2O7)2O4(H2O)4","NaFe^3+^Ti_4_(Si_2_O_7_)_2_O_4_(H_2_O)_4_"
"Sellaite","MgF2","MgF_2_"
"Selsurtite","(H3O)12Na3(Ca3Mn3)(Na2Fe)Zr3[box]Si[Si24O69(OH)3](OH)Cl·H2O","(H_3_O)_12_Na_3_(Ca_3_Mn_3_)(Na_2_Fe)Zr_3_[box]Si[Si_24_O_69_(OH)_3_](OH)Cl·H_2_O"
"Selwynite","NaKBeZr2(PO4)4·2H2O","NaKBeZr_2_(PO_4_)_4_·2H_2_O"
"Semenovite-(Ce)","(Na,Ca)9Fe2+Ce2(Si,Be)20(O,OH,F)48","(Na,Ca)_9_Fe^2+^Ce_2_(Si,Be)_20_(O,OH,F)_48_"
"Semseyite","Pb9Sb8S21","Pb_9_Sb_8_S_21_"
"Senaite","Pb(Mn,Y,U)(Fe,Zn)2(Ti,Fe,Cr,V)18(O,OH)38","Pb(Mn,Y,U)(Fe,Zn)_2_(Ti,Fe,Cr,V)_18_(O,OH)_38_"
"Senandorite","AgPbSb3S6","AgPbSb_3_S_6_"
"Senarmontite","Sb2O3","Sb_2_O_3_"
"Senegalite","Al2(PO4)(OH)3·H2O","Al_2_(PO_4_)(OH)_3_·H_2_O"
"Sengierite","Cu2(UO2)2(VO4)2(OH)2·6H2O","Cu_2_(UO_2_)_2_(VO_4_)_2_(OH)_2_·6H_2_O"
"Senkevichite","CsNaKCa2TiOSi7O18(OH)","CsNaKCa_2_TiOSi_7_O_18_(OH)"
"Sepiolite","Mg4Si6O15(OH)2·6H2O","Mg_4_Si_6_O_15_(OH)_2_·6H_2_O"
"Serandite","NaMn2+2Si3O8(OH)","NaMn^2+^_2_Si_3_O_8_(OH)"
"Serendibite","Ca4[Mg6Al6]O4[Si6B3Al3O36]","Ca_4_[Mg_6_Al_6_]O_4_[Si_6_B_3_Al_3_O_36_]"
"Sergeevite","Ca2Mg11(CO3)9(HCO3)4(OH)4·6H2O","Ca_2_Mg_11_(CO_3_)_9_(HCO_3_)_4_(OH)_4_·6H_2_O"
"Sergevanite","Na15(Ca3Mn3)(Na2Fe)Zr3Si26O72(OH)3·H2O","Na_15_(Ca_3_Mn_3_)(Na_2_Fe)Zr_3_Si_26_O_72_(OH)_3_·H_2_O"
"Sergeysmirnovite","MgZn2(PO4)2·4H2O","MgZn_2_(PO_4_)_2_·4H_2_O"
"Serpierite","Ca(Cu,Zn)4(SO4)2(OH)6·3H2O","Ca(Cu,Zn)_4_(SO_4_)_2_(OH)_6_·3H_2_O"
"Serrabrancaite","Mn(PO4)·H2O","Mn(PO_4_)·H_2_O"
"Sewardite","CaFe3+2(AsO4)2(OH)2","CaFe^3+^_2_(AsO_4_)_2_(OH)_2_"
"Shabaite-(Nd)","CaNd2(UO2)(CO3)4(OH)2·6H2O","CaNd_2_(UO_2_)(CO_3_)_4_(OH)_2_·6H_2_O"
"Shabynite","Mg5(BO3)(OH)5Cl2·4H2O","Mg_5_(BO_3_)(OH)_5_Cl_2_·4H_2_O"
"Shadlunite","(Fe,Cu)8(Pb,Cd)S8","(Fe,Cu)_8_(Pb,Cd)S_8_"
"Shafranovskite","Na3K2(Mn,Fe,Na)4[Si9(O,OH)27](OH)2·nH2O","Na_3_K_2_(Mn,Fe,Na)_4_[Si_9_(O,OH)_27_](OH)_2_·nH_2_O"
"Shagamite","KFe11O17","KFe_11_O_17_"
"Shakhdaraite-(Y)","ScYNb2O8","ScYNb_2_O_8_"
"Shakhovite","Hg1+4Sb5+O3(OH)3","Hg^1+^_4_Sb^5+^O_3_(OH)_3_"
"Shandite","Ni3Pb2S2","Ni_3_Pb_2_S_2_"
"Shannonite","Pb2O(CO3)","Pb_2_O(CO_3_)"
"Sharpite","Ca(UO2)3(CO3)4·3H2O","Ca(UO_2_)_3_(CO_3_)_4_·3H_2_O"
"Sharyginite","Ca3TiFe2O8","Ca_3_TiFe_2_O_8_"
"Shasuite","CaNi3(P2O7)2","CaNi_3_(P_2_O_7_)_2_"
"Shattuckite","Cu5(SiO3)4(OH)2","Cu_5_(SiO_3_)_4_(OH)_2_"
"Shcherbakovite","K2NaTi2O(OH)Si4O12","K_2_NaTi_2_O(OH)Si_4_O_12_"
"Shcherbinaite","V2O5","V_2_O_5_"
"Shchurovskyite","K2CaCu6O2(AsO4)4","K_2_CaCu_6_O_2_(AsO_4_)_4_"
"Sheldrickite","NaCa3(CO3)2F3·H2O","NaCa_3_(CO_3_)_2_F_3_·H_2_O"
"Shenzhuangite","NiFeS2","NiFeS_2_"
"Sherwoodite","Ca5.5(AlV4+V5+12O39)·28H2O","Ca_5.5_(AlV^4+^V^5+^_12_O_39_)·28H_2_O"
"Shibkovite","K2Ca2(Zn3Si12)O30","K_2_Ca_2_(Zn_3_Si_12_)O_30_"
"Shigaite","Mn6Al3(OH)18[Na(H2O)6](SO4)2·6H2O","Mn_6_Al_3_(OH)_18_[Na(H_2_O)_6_](SO_4_)_2_·6H_2_O"
"Shijiangshanite","Pb3CaAl(Si5O14)(OH)3·3H2O","Pb_3_CaAl(Si_5_O_14_)(OH)_3_·3H_2_O"
"Shilovite","Cu(NH3)4(NO3)2","Cu(NH_3_)_4_(NO_3_)_2_"
"Shimazakiite","Ca2B2O5","Ca_2_B_2_O_5_"
"Shimenite","Tl5Sb21-yAsyS34 (9 ≤ y ≤ 10)","Tl_5_Sb_21-y_As_y_S_34_ (9 ≤ y ≤ 10)"
"Shinarumpite","[Co(H2O)6][(UO2)(SO4)2(H2O)]·4H2O","[Co(H_2_O)_6_][(UO_2_)(SO_4_)_2_(H_2_O)]·4H_2_O"
"Shinichengite","Ca5[BSi2O7(OH)2]2·6H2O","Ca_5_[BSi_2_O_7_(OH)_2_]_2_·6H_2_O"
"Shinkolobweite","Pb1.33[U5+O(OH)(U6+O2)5O4.67(OH)5.33](H2O)5","Pb_1.33_[U^5+^O(OH)(U^6+^O_2_)_5_O_4.67_(OH)_5.33_](H_2_O)_5_"
"Shirokshinite","K(Mg2Na)Si4O10F2","K(Mg_2_Na)Si_4_O_10_F_2_"
"Shirozulite","KMn2+3(Si3Al)O10(OH)2","KMn^2+^_3_(Si_3_Al)O_10_(OH)_2_"
"Shkatulkalite","Na2Nb2Na3Ti(Si2O7)2O2(FO)(H2O)4(H2O)3","Na_2_Nb_2_Na_3_Ti(Si_2_O_7_)_2_O_2_(FO)(H_2_O)_4_(H_2_O)_3_"
"Shlykovite","KCa[Si4O9(OH)]·3H2O","KCa[Si_4_O_9_(OH)]·3H_2_O"
"Shomiokite-(Y)","Na3Y(CO3)3·3H2O","Na_3_Y(CO_3_)_3_·3H_2_O"
"Shortite","Na2Ca2(CO3)3","Na_2_Ca_2_(CO_3_)_3_"
"Shosanbetsuite","Ag3Sn","Ag_3_Sn"
"Shuangfengite","IrTe2","IrTe_2_"
"Shubnikovite","Ca2Cu8(AsO4)6Cl(OH)·7H2O (?)","Ca_2_Cu_8_(AsO_4_)_6_Cl(OH)·7H_2_O (?)"
"Shuiskite-(Cr)","Ca2CrCr2[SiO4][Si2O6(OH)](OH)2O","Ca_2_CrCr_2_[SiO_4_][Si_2_O_6_(OH)](OH)_2_O"
"Shuiskite-(Mg)","Ca2MgCr2(Si2O7)(SiO4)(OH)2·H2O","Ca_2_MgCr_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O"
"Shulamitite","Ca3TiFe3+AlO8","Ca_3_TiFe^3+^AlO_8_"
"Shumwayite","[(UO2)(SO4)(H2O)2]2·H2O","[(UO_2_)(SO_4_)(H_2_O)_2_]_2_·H_2_O"
"Shuvalovite","K2(Ca2Na)(SO4)3F","K_2_(Ca_2_Na)(SO_4_)_3_F"
"Sibirskite","CaH(BO3)","CaH(BO_3_)"
"Sicherite","TlAg2(As,Sb)3S6","TlAg_2_(As,Sb)_3_S_6_"
"Siderazot","Fe3N1.33","Fe_3_N_1.33_"
"Siderite","Fe(CO3)","Fe(CO_3_)"
"Sideronatrite","Na2Fe3+(SO4)2(OH)·3H2O","Na_2_Fe^3+^(SO_4_)_2_(OH)·3H_2_O"
"Siderophyllite","KFe2+2Al(Si2Al2)O10(OH)2","KFe^2+^_2_Al(Si_2_Al_2_)O_10_(OH)_2_"
"Siderotil","Fe(SO4)·5H2O","Fe(SO_4_)·5H_2_O"
"Sidorenkite","Na3Mn(PO4)(CO3)","Na_3_Mn(PO_4_)(CO_3_)"
"Sidorovite","PtFe3","PtFe_3_"
"Sidpietersite","Pb2+4(S2O3)O2(OH)2","Pb^2+^_4_(S_2_O_3_)O_2_(OH)_2_"
"Sidwillite","MoO3·2H2O","MoO_3_·2H_2_O"
"Siegenite","CoNi2S4","CoNi_2_S_4_"
"Sieleckiite","Cu3Al4(PO4)2(OH)12·2H2O","Cu_3_Al_4_(PO_4_)_2_(OH)_12_·2H_2_O"
"Sigismundite","BaFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2","BaFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_"
"Sigloite","Fe3+Al2(PO4)2(OH)3·7H2O","Fe^3+^Al_2_(PO_4_)_2_(OH)_3_·7H_2_O"
"Siidraite","Pb2Cu(OH)2I3","Pb_2_Cu(OH)_2_I_3_"
"Silesiaite","Ca4Fe3+2Sn2(Si2O7)2(Si2O6OH)2","Ca_4_Fe^3+^_2_Sn_2_(Si_2_O_7_)_2_(Si_2_O_6_OH)_2_"
"Silhydrite","Si3O6·H2O","Si_3_O_6_·H_2_O"
"Silicocarnotite","Ca5[(PO4)(SiO4)](PO4)","Ca_5_[(PO_4_)(SiO_4_)](PO_4_)"
"Silicon","Si","Si"
"Silinaite","NaLiSi2O5·2H2O","NaLiSi_2_O_5_·2H_2_O"
"Sillénite","Bi12SiO20","Bi_12_SiO_20_"
"Sillimanite","Al2SiO5","Al_2_SiO_5_"
"Silver","Ag","Ag"
"Silvialite","Ca4Al6Si6O24(SO4)","Ca_4_Al_6_Si_6_O_24_(SO_4_)"
"Simferite","LiMg(PO4)","LiMg(PO_4_)"
"Simmonsite","Na2LiAlF6","Na_2_LiAlF_6_"
"Simonellite","C19H24","C_19_H_24_"
"Simonite","TlHgAs3S6","TlHgAs_3_S_6_"
"Simonkolleite","Zn5(OH)8Cl2·H2O","Zn_5_(OH)_8_Cl_2_·H_2_O"
"Simplotite","CaV4+4O9·5H2O","CaV^4+^_4_O_9_·5H_2_O"
"Simpsonite","Al4Ta3O13(OH)","Al_4_Ta_3_O_13_(OH)"
"Sincosite","Ca(VO)2(PO4)2·4H2O","Ca(VO)_2_(PO_4_)_2_·4H_2_O"
"Sinhalite","MgAl(BO4)","MgAl(BO_4_)"
"Sinjarite","CaCl2·2H2O","CaCl_2_·2H_2_O"
"Sinkankasite","Mn2+Al(PO3OH)2(OH)·6H2O","Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O"
"Sinnerite","Cu6As4S9","Cu_6_As_4_S_9_"
"Sinoite","Si2N2O","Si_2_N_2_O"
"Sitinakite","KNa2Ti4Si2O13(OH)·4H2O","KNa_2_Ti_4_Si_2_O_13_(OH)·4H_2_O"
"Siudaite","Na8(Mn2+2Na)Ca6Fe3+3Zr3NbSi25O74(OH)2Cl·5H2O","Na_8_(Mn^2+^_2_Na)Ca_6_Fe^3+^_3_Zr_3_NbSi_25_O_74_(OH)_2_Cl·5H_2_O"
"Siwaqaite","Ca6Al2(CrO4)3(OH)12·26H2O","Ca_6_Al_2_(CrO_4_)_3_(OH)_12_·26H_2_O"
"Škáchaite","CaCo(CO3)2","CaCo(CO_3_)_2_"
"Skaergaardite","PdCu","PdCu"
"Skinnerite","Cu3SbS3","Cu_3_SbS_3_"
"Skippenite","Bi2Se2Te","Bi_2_Se_2_Te"
"Sklodowskite","Mg(UO2)2(SiO3OH)2·6H2O","Mg(UO_2_)_2_(SiO_3_OH)_2_·6H_2_O"
"Skorpionite","Ca3Zn2(PO4)2(CO3)(OH)2·H2O","Ca_3_Zn_2_(PO_4_)_2_(CO_3_)(OH)_2_·H_2_O"
"Skutterudite","CoAs3","CoAs_3_"
"Slavíkite","(H3O)3Mg6Fe15(SO4)21(OH)18·98H2O","(H_3_O)_3_Mg_6_Fe_15_(SO_4_)_21_(OH)_18_·98H_2_O"
"Slavkovite","Cu13(AsO4)6(AsO3OH)4·23H2O","Cu_13_(AsO_4_)_6_(AsO_3_OH)_4_·23H_2_O"
"Slawsonite","Sr(Al2Si2O8)","Sr(Al_2_Si_2_O_8_)"
"Šlikite","Zn2Mg(CO3)2(OH)2·4H2O","Zn_2_Mg(CO_3_)_2_(OH)_2_·4H_2_O"
"Sluzhenikinite","Pd15(Sb7-xSnx); 3 ≤ x ≤ 4","Pd_15_(Sb_7-x_Sn_x_); 3 ≤ x ≤ 4"
"Slyudyankaite","Na28Ca4(Si24Al24O96)(SO4)6(S6)1/3(CO2)·2H2O","Na_28_Ca_4_(Si_24_Al_24_O_96_)(SO_4_)_6_(S_6_)_1/3_(CO_2_)·2H_2_O"
"Smamite","Ca2Sb(OH)4[H(AsO4)2]·6H2O","Ca_2_Sb(OH)_4_[H(AsO_4_)_2_]·6H_2_O"
"Smirnite","Bi3+2Te4+O5","Bi^3+^_2_Te^4+^O_5_"
"Smirnovskite","(Th,Ca)(PO4)·nH2O","(Th,Ca)(PO_4_)·nH_2_O"
"Smithite","AgAsS2","AgAsS_2_"
"Smithsonite","Zn(CO3)","Zn(CO_3_)"
"Smolyaninovite","Co3Fe3+2(AsO4)4·11H2O","Co_3_Fe^3+^_2_(AsO_4_)_4_·11H_2_O"
"Smrkovecite","Bi2O(OH)(PO4)","Bi_2_O(OH)(PO_4_)"
"Smythite","(Fe,Ni)3+xS4 (x ≈ 0-0.3)","(Fe,Ni)_3+x_S_4_ (x ≈ 0-0.3)"
"Sobolevite","Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2","Na_6_(Na_2_Ca)(NaCaMn)Na_2_Ti_2_Na_2_(TiMn)(Si_2_O_7_)_2_(PO_4_)_4_O_2_(OF)F_2_"
"Sobolevskite","PdBi","PdBi"
"Sodalite","Na4(Si3Al3)O12Cl","Na_4_(Si_3_Al_3_)O_12_Cl"
"Soddyite","(UO2)2(SiO4)(H2O)2","(UO_2_)_2_(SiO_4_)(H_2_O)_2_"
